name,mass,quantity,price,proteins,fats,carbohydrates,calories,link
"Салат с курицей, грибами и грецкими орехами, 600 г",600.0,0,520,13.6,24,4.3,287.6,https://rtw.vkusvill.ru/goods/salat-s-kuritsey-gribami-i-gretskimi-orekhami-600-g-70722.html
"Плов с курицей, 600 г",600.0,18,370,,,,,https://rtw.vkusvill.ru/goods/plov-s-kuritsey-600-g-43240.html
Каша овсяная цельнозерновая на воде,230.0,4,106,1.3,0.5,5.2,30.5,https://rtw.vkusvill.ru/goods/kasha-ovsyanaya-tselnozernovaya-na-vode-76889.html
Запеканка творожная с вишней без доб. сахара,220.0,4,196,12.2,5,24.9,193.4,https://rtw.vkusvill.ru/goods/zapekanka-tvorozhnaya-s-vishney-bez-dob-sakhara-38255.html
Набор: Суп куриный + Паста «Карбонара»,630.0,0,505,,,,,https://rtw.vkusvill.ru/goods/nabor-sup-kurinyy-pasta-karbonara-58627.html
"Пирожок с зеленью и яйцом на кефирном тесте, кафе",50.0,0,50,7.4,8.14,33.1,236,https://rtw.vkusvill.ru/goods/pirozhok-s-zelenyu-i-yaytsom-na-kefirnom-teste-kafe-43529.html
"Заливное из семги, 500 г",500.0,0,480,7.9,1.3,0.9,46.9,https://rtw.vkusvill.ru/goods/zalivnoe-iz-semgi-500-g-71191.html
"Салат сельдь под шубой, 300 г",300.0,24,258,,,,,https://rtw.vkusvill.ru/goods/salat-seld-pod-shuboy-300-g-39459.html
"Драники овощные, 200 грамм",200.0,0,182,2.4,5.6,20.2,140.8,https://rtw.vkusvill.ru/goods/draniki-ovoshchnye-200-gramm-65117.html
"Салат с лососем, свежими овощами и печеным перцем",230.0,0,426,4.49,12.97,4.11,151,https://rtw.vkusvill.ru/goods/salat-s-lososem-svezhimi-ovoshchami-i-pechenym-pertsem-68114.html
Хот-Дог Классический + Картофель по-техасски + Напиток «Вкус-Кола» газированный,940.0,0,579,,,,,https://rtw.vkusvill.ru/goods/khot-dog-klassicheskiy-kartofel-po-tekhasski-napitok-vkus-kola-gazirovannyy-71186.html
"Гуляш из говядины с гречкой пастеризованный, 250 г_РП",250.0,0,240,3.7,1.4,17.8,98.6,https://rtw.vkusvill.ru/goods/gulyash-iz-govyadiny-s-grechkoy-pasterizovannyy-250-g-rp-80601.html
Драники картофельные с цукини и соусом,255.0,0,248,4,5,13.5,115,https://rtw.vkusvill.ru/goods/draniki-kartofelnye-s-tsukini-i-sousom-48095.html
Запеканка творожная с персиковым наполнителем,200.0,4,188,8.6,5,17.2,148.2,https://rtw.vkusvill.ru/goods/zapekanka-tvorozhnaya-s-persikovym-napolnitelem-76911.html
"Салат «Оливье» с колбасой, 200 грамм",200.0,0,166,6,15,5.5,181,https://rtw.vkusvill.ru/goods/salat-olive-s-kolbasoy-200-gramm-68093.html
"Пирожки с яйцом и зеленью, 6 шт",360.0,2,273,9.9,21.5,26.3,338.3,https://rtw.vkusvill.ru/goods/pirozhki-s-yaytsom-i-zelenyu-6-sht-72024.html
"Пицца 4 сыра, охлажденная",400.0,11,390,9.8,8.8,28.1,230,https://rtw.vkusvill.ru/goods/pitstsa-4-syra-okhlazhdennaya-45520.html
Солянка мясная с копченостями и каперсами,390.0,2,288,5,6,2,82,https://rtw.vkusvill.ru/goods/solyanka-myasnaya-s-kopchenostyami-i-kapersami-82616.html
Кесадилья «По-Абхазски» с мандаринами,265.0,0,340,15.9,9.9,19.3,232,https://rtw.vkusvill.ru/goods/kesadilya-po-abkhazski-s-mandarinami-85296.html
Филе трески с картофельно-тыквенным пюре,260.0,6,296,6.2,8,4.8,116,https://rtw.vkusvill.ru/goods/file-treski-s-kartofelno-tykvennym-pyure-34111.html
Запеканка творожная без доб. сахара с мягким сыром «Рикотта»,200.0,7,186,11.3,7,10.1,148.6,https://rtw.vkusvill.ru/goods/zapekanka-tvorozhnaya-bez-dob-sakhara-s-myagkim-syrom-rikotta-66716.html
Рис с куриной бризолью,200.0,4,258,9.7,8.8,19.7,196.8,https://rtw.vkusvill.ru/goods/ris-s-kurinoy-brizolyu-67492.html
Гречка по-купечески,200.0,6,206,5.5,5.2,13.7,123.6,https://rtw.vkusvill.ru/goods/grechka-po-kupecheski-66903.html
Картофель жареный со свининой и грибами в сметанном соусе,280.0,10,288,6.6,18.9,15.1,256.9,https://rtw.vkusvill.ru/goods/kartofel-zharenyy-so-svininoy-i-gribami-v-smetannom-souse-68461.html
Комбо-перекус (салат + смузи),430.0,0,355,22,30,36,504,https://rtw.vkusvill.ru/goods/kombo-perekus-salat-smuzi-85722.html
Блины с начинкой жюльен,210.0,8,248,,,,,https://rtw.vkusvill.ru/goods/bliny-s-nachinkoy-zhyulen-21159.html
Удон с курицей и овощами_РП,250.0,0,248,8.2,11.7,14.1,194.5,https://rtw.vkusvill.ru/goods/udon-s-kuritsey-i-ovoshchami-rp-72557.html
Омлет с сыром «Моцарелла»,170.0,4,178,15.2,14.7,1.4,198.7,https://rtw.vkusvill.ru/goods/omlet-s-syrom-motsarella-67478.html
Салат «Окинавский»,210.0,0,210,5.8,7.3,4.9,109,https://rtw.vkusvill.ru/goods/salat-okinavskiy-73683.html
Грудка куриная с картофелем по-деревенски,210.0,10,248,,,,,https://rtw.vkusvill.ru/goods/grudka-kurinaya-s-kartofelem-po-derevenski-37867.html
Блинчики на козьем молоке,150.0,0,168,5.6,5.6,18.3,146,https://rtw.vkusvill.ru/goods/blinchiki-na-kozem-moloke-83777.html
"Пирожки с вишней, 130 г",130.0,2,164,4.4,7.9,42.6,259.1,https://rtw.vkusvill.ru/goods/pirozhki-s-vishney-130-g-64002.html
Креветки запеченные,110.0,4,510,19.6,2.5,0.03,101.02,https://rtw.vkusvill.ru/goods/krevetki-zapechennye-79357.html
Рис с креветками и соусом Том-ям,250.0,4,448,5,3.5,19.2,128.3,https://rtw.vkusvill.ru/goods/ris-s-krevetkami-i-sousom-tom-yam-85572.html
Филе куриной грудки запеченное,160.0,14,282,,,,,https://rtw.vkusvill.ru/goods/file-kurinoy-grudki-zapechennoe-34581.html
"Каша пшенная молочная с тыквой, 580 г",580.0,2,270,2.9,3.1,16.4,105.1,https://rtw.vkusvill.ru/goods/kasha-pshennaya-molochnaya-s-tykvoy-580-g-74479.html
Картофель с говядиной_РП,300.0,0,185,4.5,9,13,151,https://rtw.vkusvill.ru/goods/kartofel-s-govyadinoy-rp-73234.html
"Суп-пюре с грибами, 320 г",320.0,0,282,2.8,8,2.3,92.4,https://rtw.vkusvill.ru/goods/sup-pyure-s-gribami-320-g-67055.html
"Пирог осетинский «Сыр и шпинат», 250 г",250.0,0,217,12.6,12.5,27.7,273.7,https://rtw.vkusvill.ru/goods/pirog-osetinskiy-syr-i-shpinat-250-g-33450.html
Суп «Рассольник» с курицей_РП,300.0,0,136,4.1,0.8,5.6,46,https://rtw.vkusvill.ru/goods/sup-rassolnik-s-kuritsey-rp-74452.html
Рулетики из ветчины с сырной начинкой,120.0,8,278,15,17.3,3.6,230.1,https://rtw.vkusvill.ru/goods/ruletiki-iz-vetchiny-s-syrnoy-nachinkoy-71619.html
"Голубцы ленивые из мяса птицы, 600 г",600.0,6,480,4.9,1.7,11.2,79.7,https://rtw.vkusvill.ru/goods/golubtsy-lenivye-iz-myasa-ptitsy-600-g-65276.html
Мимоза с семгой горячего копчения,185.0,4,292,14.3,16.3,7.9,235.5,https://rtw.vkusvill.ru/goods/mimoza-s-semgoy-goryachego-kopcheniya-39685.html
Говядина «Бургиньон» с макаронами «Орзо»,290.0,4,348,18.7,9.1,11.4,202.3,https://rtw.vkusvill.ru/goods/govyadina-burginon-s-makaronami-orzo-56783.html
Фрикадельки из филе минтая с брокколи,130.0,2,268,13.1,2.1,5.5,93.3,https://rtw.vkusvill.ru/goods/frikadelki-iz-file-mintaya-s-brokkoli-78672.html
Голубцы ленивые в сметанном соусе,250.0,8,198,6.5,5.7,8.2,110.1,https://rtw.vkusvill.ru/goods/golubtsy-lenivye-v-smetannom-souse-29522.html
"Пирог осетинский с сыром, 250 г",250.0,8,221,12.2,5.1,25.4,213,https://rtw.vkusvill.ru/goods/pirog-osetinskiy-s-syrom-250-g-34063.html
"Плов «Узбекский» с говядиной, 500 г",500.0,2,390,5.5,9.2,19.3,182,https://rtw.vkusvill.ru/goods/plov-uzbekskiy-s-govyadinoy-500-g-48189.html
Биточки куриные с гречкой в соусе барбекю пастеризованные_РП,270.0,0,219,8.6,7.4,12.3,150.3,https://rtw.vkusvill.ru/goods/bitochki-kurinye-s-grechkoy-v-souse-barbekyu-pasterizovannye-rp-70599.html
Перлотто с белыми грибами,250.0,0,336,4.4,11.3,18.1,191.7,https://rtw.vkusvill.ru/goods/perlotto-s-belymi-gribami-81574.html
Пирожок с капустной начинкой_РП,50.0,0,45,8.3,8.5,40,269.7,https://rtw.vkusvill.ru/goods/pirozhok-s-kapustnoy-nachinkoy-rp-66534.html
Салат «Цезарь» с курицей и пекинской капустой,180.0,24,230,11.9,16.5,5.5,218.1,https://rtw.vkusvill.ru/goods/salat-tsezar-s-kuritsey-i-pekinskoy-kapustoy-61483.html
Сырники без добавления сахара с курагой,210.0,19,198,12.4,7.2,38.4,268,https://rtw.vkusvill.ru/goods/syrniki-bez-dobavleniya-sakhara-s-kuragoy-36159.html
"Пельмени с говядиной и свининой, 275 г",275.0,0,307,10.5,14.2,24.0,265.8,https://rtw.vkusvill.ru/goods/pelmeni-s-govyadinoy-i-svininoy-275-g-48661.html
Котлеты По-киевски с маслом и зеленью,280.0,4,510,23.3,30,15.8,426.4,https://rtw.vkusvill.ru/goods/kotlety-po-kievski-s-maslom-i-zelenyu-67886.html
Штрудель с яблоком и корицей,110.0,0,200,5.1,10.4,37.6,354,https://rtw.vkusvill.ru/goods/shtrudel-s-yablokom-i-koritsey-64179.html
"Харчо с говядиной, 300 г",300.0,0,267,3.1,1.9,10.4,71.1,https://rtw.vkusvill.ru/goods/kharcho-s-govyadinoy-300-g-46334.html
"Суп «Харчо», 1 кг",1000.0,6,510,3.3,4,5.5,71.2,https://rtw.vkusvill.ru/goods/sup-kharcho-1-kg-60659.html
Салат «Оливье» с колбасой,200.0,8,168,,,,,https://rtw.vkusvill.ru/goods/salat-olive-s-kolbasoy-34385.html
Киш «Сыр с овощами»,160.0,6,193,11.1,15.9,19.5,265.5,https://rtw.vkusvill.ru/goods/kish-syr-s-ovoshchami-28728.html
"Пирожок с вишневой начинкой, кафе",50.0,0,60,6.1,9.5,37.5,259.9,https://rtw.vkusvill.ru/goods/pirozhok-s-vishnevoy-nachinkoy-kafe-36938.html
Сэндвич с форелью.,180.0,4,238,,,,,https://rtw.vkusvill.ru/goods/sendvich-s-forelyu-26904.html
Кускус с овощами,200.0,6,180,4.9,7.1,29.2,200,https://rtw.vkusvill.ru/goods/kuskus-s-ovoshchami-17143.html
"Салат «Оливье» с филе семги, 600 г",600.0,0,650,7.6,11.8,7.7,167.4,https://rtw.vkusvill.ru/goods/salat-olive-s-file-semgi-600-g-71932.html
"Салат оливье, 300 г",300.0,22,288,6.9,20.1,5.7,231.3,https://rtw.vkusvill.ru/goods/salat-olive-300-g-39458.html
"Суп-крем куриный, 1 кг",1000.0,4,560,1.3,3.1,9.7,71.9,https://rtw.vkusvill.ru/goods/sup-krem-kurinyy-1-kg-60660.html
"Пирожок с капустной начинкой, кафе",50.0,0,55,,,,,https://rtw.vkusvill.ru/goods/pirozhok-s-kapustnoy-nachinkoy-kafe-36941.html
Шницель куриный под сыром с картофельным гратеном и томатным соусом,405.0,0,496,9.3,16.8,8,221,https://rtw.vkusvill.ru/goods/shnitsel-kurinyy-pod-syrom-s-kartofelnym-gratenom-i-tomatnym-sousom-82207.html
Биточек куриный с капустой и картофельным пюре,200.0,24,198,,,,,https://rtw.vkusvill.ru/goods/bitochek-kurinyy-s-kapustoy-i-kartofelnym-pyure-71215.html
"Запеканка творож. с черной смород., 100 г",100.0,24,92,12.5,5.6,20.8,183.6,https://rtw.vkusvill.ru/goods/zapekanka-tvorozh-s-chernoy-smorod-100-g-33660.html
Паста «Арабьата»_РП,250.0,0,205,7.5,3,45,237,https://rtw.vkusvill.ru/goods/pasta-arabata-rp-76793.html
Паста Орзо с креветками,200.0,14,228,6.2,8.8,7.8,135.2,https://rtw.vkusvill.ru/goods/pasta-orzo-s-krevetkami-78100.html
Блинчики с творогом,190.0,0,203,11,3.4,23,166.3,https://rtw.vkusvill.ru/goods/blinchiki-s-tvorogom-44766.html
Каша овсяная на молоке,250.0,3,146,2.3,3.7,11,86.5,https://rtw.vkusvill.ru/goods/kasha-ovsyanaya-na-moloke-76421.html
Большая порция ленивых голубцов в сметанном соусе,552.0,0,522,8.9,10.7,5.7,159,https://rtw.vkusvill.ru/goods/bolshaya-portsiya-lenivykh-golubtsov-v-smetannom-souse-81145.html
